name,latitude,longitude,stop_type,zone_name
bhoodevi nagar bus stop,17.49151,78.5031,bus,Secunderabad
bhoodevi nagar junction bus stop,17.49197,78.50498,bus,Secunderabad
bible house,17.43042,78.49218,bus,Secunderabad
birla mandir,17.40463,78.46762,bus,Banjara Hills
bits pilani,17.54723,78.57251,bus,Secunderabad
boduppal ambedkar statue,17.41837,78.58452,bus,Uppal
boduppal ntr statue,17.41218,78.58564,bus,Uppal
bowenpally,17.46513,78.47294,bus,Begumpet
bowenpally,17.46346,78.47251,bus,Begumpet
bowenpally,17.46316,78.47254,bus,Begumpet
bowenpally checkpost bus stop,17.4754,78.47399,bus,Begumpet
bowrampet,17.56152,78.40323,bus,Kukatpally
bundlaguda,17.50127,78.62234,bus,Uppal
bus parking 2,17.59708,78.44329,bus,Kukatpally
bus stop,17.39868,78.48178,bus,Banjara Hills
bus stop,17.42706,78.41576,bus,Jubilee Hills
bus stop,17.43091,78.42088,bus,Jubilee Hills
bus stop,17.41717,78.48177,bus,Begumpet
bus stop 2,17.43223,78.37857,bus,HITEC City
bustop,17.44556,78.35194,bus,Gachibowli
cbs,17.37882,78.48197,bus,Old City
cbs,17.3773,78.48169,bus,Old City
center point,17.46423,78.48437,bus,Secunderabad
center point,17.46428,78.48444,bus,Secunderabad
chaderghat,17.37735,78.494,bus,Old City
chaderghat,17.37721,78.49248,bus,Old City
chaitanyapuri,17.36829,78.53029,bus,LB Nagar
chaitanyapuri bus stop,17.36855,78.53291,bus,LB Nagar
chanikyapuri colony bus stop,17.36277,78.56384,bus,LB Nagar
check post,17.34257,78.55645,bus,LB Nagar
check post,17.34302,78.55637,bus,LB Nagar
chermas,17.37293,78.5055,bus,Old City
chey number,17.39118,78.5109,bus,Old City
chey number,17.39151,78.51084,bus,Old City
chey number stop,17.39158,78.51239,bus,Old City
chhota anjaiah nagar,17.44733,78.36347,bus,HITEC City
chikkadpally,17.40357,78.49531,bus,Secunderabad
chikkadpally,17.40203,78.49513,bus,Secunderabad
chilkur balaji temple,17.35706,78.29995,bus,Financial District
chintal basti,17.40707,78.46069,bus,Banjara Hills
chintal bus stop,17.49483,78.45196,bus,Kukatpally
chintalkunta,17.34084,78.56259,bus,LB Nagar
chiryala,17.51994,78.62791,bus,Uppal
chiryala,17.51508,78.62722,bus,Uppal
church bus stop,17.49905,78.30838,bus,Miyapur
citizens colony bus stop,17.51326,78.49377,bus,Secunderabad
city center,17.41582,78.44894,bus,Banjara Hills
cyber gateway,17.44725,78.3779,bus,HITEC City
cyber towers,17.45068,78.38014,bus,HITEC City
cyber towers bus stop,17.45071,78.38212,bus,Madhapur
cyberabad police commissionerate,17.4325,78.37019,bus,HITEC City
dayananda nagar,17.45779,78.53082,bus,Secunderabad
devaryamjal,17.56777,78.52307,bus,Secunderabad
diamond point,17.46221,78.49091,bus,Secunderabad
diamond point,17.46241,78.49114,bus,Secunderabad
dilsukhnagar,17.36878,78.52409,bus,LB Nagar
dilsukhnagar,17.36879,78.52503,bus,LB Nagar
dilsukhnagar,17.36843,78.52343,bus,LB Nagar
dilsukhnagar,17.36841,78.52456,bus,LB Nagar
dilsukhnagar,17.36844,78.52286,bus,LB Nagar
dlf bus stop near jnib,17.44454,78.35368,bus,Gachibowli
doctors colony bus stop,17.35562,78.54529,bus,LB Nagar
domalguada bus top,17.41016,78.48651,bus,Secunderabad
domalguada bus top,17.41006,78.48652,bus,Secunderabad
dommarapochampally,17.59132,78.41812,bus,Kukatpally
dubai gate,17.47212,78.48453,bus,Secunderabad
dubai gate bus stop,17.47046,78.48117,bus,Secunderabad
dulapally,17.54671,78.46685,bus,Kukatpally
dundigal,17.60694,78.41598,bus,Kukatpally
dwaraka nagar,17.36281,78.54385,bus,LB Nagar
dwaraka nagar,17.36279,78.54353,bus,LB Nagar
ecil x-road,17.47346,78.57087,bus,Uppal
emlibun,17.3325,78.53033,bus,LB Nagar
engineering college,17.4091,78.5201,bus,Secunderabad
esi hospital metro station,17.44672,78.43873,bus,Ameerpet
fever hospital,17.39541,78.50238,bus,Old City
fruit market bus stop,17.36872,78.53712,bus,LB Nagar
gachibowli,17.4395,78.36354,bus,HITEC City
gachibowli,17.43856,78.3643,bus,HITEC City
gachibowli,17.439,78.36297,bus,Gachibowli
gachibowli flyover bustop,17.4408,78.36079,bus,Gachibowli
gachibowli stadium,17.44941,78.34847,bus,Gachibowli
gachibowli stadium,17.44938,78.34805,bus,Gachibowli
gaddapotharam,17.60594,78.37554,bus,Miyapur
galaxy,17.40283,78.41006,bus,Jubilee Hills
galaxy,17.4035,78.40924,bus,Jubilee Hills
gandhi hospital,17.42412,78.50199,bus,Secunderabad
gandhi nagar,17.41263,78.48856,bus,Secunderabad
gangaram,17.49516,78.33265,bus,Miyapur
gangaram,17.49542,78.33237,bus,Miyapur
golconda fort,17.38501,78.40338,bus,Jubilee Hills
gpr quarters,17.44002,78.35577,bus,Gachibowli
gpra quarters enterance,17.43825,78.35807,bus,Gachibowli
greenspace prime,17.40269,78.36579,bus,Financial District
gulmohar park colony,17.47882,78.31999,bus,Miyapur
gulmohar park colony,17.47791,78.31997,bus,Miyapur
gundlapochampally,17.56891,78.48027,bus,Kukatpally
gvk one,17.41926,78.44799,bus,Banjara Hills
hanumanpet,17.44617,78.52653,bus,Secunderabad
hayathnagar bus depot,17.33017,78.59418,bus,LB Nagar
hcu,17.46172,78.336,bus,Gachibowli
hcu,17.46239,78.33515,bus,Gachibowli
hcu bus depot,17.46848,78.33115,bus,Kondapur
hcu bus depot,17.46835,78.33095,bus,Kondapur
hcu small gate,17.45675,78.33999,bus,Gachibowli
hcu small gate,17.45692,78.33958,bus,Gachibowli
high court colony,17.33482,78.58478,bus,LB Nagar
hill fort,17.405,78.47637,bus,Banjara Hills
himayathnagar bus stop,17.40221,78.48362,bus,Banjara Hills
hitch city,17.43451,78.38881,bus,Madhapur
hitex bus stop,17.4561,78.37747,bus,HITEC City
hmt,17.42349,78.54659,bus,Uppal
hmt bus stop,17.42447,78.54729,bus,Uppal
hps bus stop,17.39963,78.53745,bus,Uppal
ig statue bus stop,17.50867,78.50369,bus,Secunderabad
iiit bus stop1,17.44571,78.35172,bus,Gachibowli
imlibun,17.3772,78.48652,bus,Old City
imlibun,17.37667,78.48623,bus,Old City
indhiramma colony,17.5686,78.44417,bus,Kukatpally
indira park,17.41162,78.48243,bus,Begumpet
indra nagar,17.44105,78.36035,bus,Gachibowli
indra nagar,17.44096,78.36001,bus,Gachibowli
jaipuri last bus stop,17.37932,78.57241,bus,Uppal
james street,17.43544,78.4883,bus,Secunderabad
jamestreet bus stop,17.43583,78.48864,bus,Secunderabad
jntu bus stop,17.49641,78.39443,bus,Kukatpally
jntu bus stop,17.49636,78.39541,bus,Kukatpally
jyothi nagar,17.44318,78.52479,bus,Secunderabad
kacheguda railway station bus stop,17.38974,78.49867,bus,Old City
kachiguda bus stop,17.39036,78.49901,bus,Old City
kamala nagar bus stop,17.32977,78.57914,bus,LB Nagar
kaman,17.40786,78.43897,bus,Banjara Hills
kamineni bus stop,17.35256,78.55561,bus,LB Nagar
kamineni to uppal,17.3531,78.5556,bus,LB Nagar
kanajiguda bus stop,17.48467,78.49726,bus,Secunderabad
kandlakoya,17.59162,78.49284,bus,Kukatpally
keyes high school,17.43887,78.5048,bus,Secunderabad
khairatabad,17.41359,78.46096,bus,Banjara Hills
khajaguda x roads,17.42269,78.38228,bus,Jubilee Hills
khajaguda x roads,17.423,78.38128,bus,HITEC City
kompally,17.5447,78.49184,bus,Kukatpally
kompally,17.54015,78.49094,bus,Kukatpally
kondapur rta office,17.47196,78.36534,bus,Kondapur
kothaguda,17.45941,78.36594,bus,Kondapur
kothapet bus stop,17.36687,78.5413,bus,LB Nagar
kothapet bus stop,17.36716,78.54024,bus,LB Nagar
koti bus station,17.38443,78.48443,bus,Old City
koti women's college,17.38503,78.48842,bus,Old City
kphb,17.49408,78.40082,bus,Kukatpally
kphb 3rd phase bus stop,17.48795,78.39539,bus,Kukatpally
krupa complex,17.46521,78.53854,bus,Secunderabad
kukatpally bus stop,17.48358,78.41318,bus,Kukatpally
kuntloor,17.34041,78.62589,bus,LB Nagar
l v prasad,17.4235,78.42761,bus,Jubilee Hills
ladies hostel,17.41185,78.52184,bus,Secunderabad
lakdawala bus stop,17.51254,78.52026,bus,Secunderabad
lakdi-ka-pool,17.40478,78.4611,bus,Banjara Hills
lakdikapul bus stop,17.40341,78.46521,bus,Banjara Hills
lal bazar,17.47856,78.51103,bus,Secunderabad
lal bazar,17.47913,78.51078,bus,Secunderabad
latha talkies,17.39038,78.46863,bus,Banjara Hills
law college,17.41488,78.52506,bus,Uppal
lb nagar,17.34866,78.54905,bus,LB Nagar
lb nagar,17.34585,78.5522,bus,LB Nagar
lb nagar,17.35001,78.54755,bus,LB Nagar
lb nagar,17.34702,78.55004,bus,LB Nagar
lb nagar ring road,17.34622,78.55165,bus,LB Nagar
lb nagar ring road,17.34647,78.55085,bus,LB Nagar
lb nagar to uppal,17.3473,78.55151,bus,LB Nagar
liberty,17.40748,78.4766,bus,Banjara Hills
liberty,17.4071,78.47626,bus,Banjara Hills
liberty,17.40556,78.47706,bus,Banjara Hills
lingampally,17.49449,78.31592,bus,Miyapur
lingampally,17.49481,78.31699,bus,Miyapur
lingampally,17.49441,78.31577,bus,Miyapur
lingampally,17.4951,78.31598,bus,Miyapur
lingampally railway station,17.4837,78.31658,bus,Miyapur
lingampally railway station,17.48362,78.31684,bus,Miyapur
lingampally railway station,17.48288,78.31733,bus,Miyapur
lingampally railway station,17.48291,78.32033,bus,Miyapur
lingampally railway station,17.48304,78.32054,bus,Miyapur
m.i.g bus stop,17.48742,78.3914,bus,Kukatpally
madhapur petrol pump,17.44112,78.39145,bus,Madhapur
madhapur petrol pump,17.44098,78.39132,bus,Madhapur
madhapur police station,17.43905,78.39704,bus,Madhapur
madhapur-hi tech city-kondapur,17.43954,78.39593,bus,Madhapur
mahatma gandhi bus station,17.37813,78.48459,bus,Old City
mahatma nagar,17.46911,78.48345,bus,Secunderabad
mahavir hospital,17.40296,78.45839,bus,Banjara Hills
mahedipatnam,17.39552,78.43205,bus,Banjara Hills
maisammaguda,17.56229,78.4538,bus,Kukatpally
malakpet bus stop,17.37403,78.49993,bus,Old City
malakpet market,17.37436,78.50323,bus,Old City
malkajgiri bus stop,17.44983,78.53665,bus,Secunderabad
mallikarjuna nagar,17.44951,78.52742,bus,Secunderabad
masab tank bus stop,17.40419,78.45227,bus,Banjara Hills
masab tank jntu,17.40328,78.45649,bus,Banjara Hills
medical college bus stop,17.38309,78.48283,bus,Old City
mehdipatnam,17.39476,78.43799,bus,Banjara Hills
mehdipatnam,17.39567,78.44123,bus,Banjara Hills
mehdipatnam,17.39462,78.43928,bus,Banjara Hills
mehdipatnam,17.39465,78.44054,bus,Banjara Hills
mindspace,17.44142,78.37698,bus,HITEC City
moosarambagh,17.36966,78.51647,bus,LB Nagar
moosarambagh bus stop,17.37654,78.51457,bus,Old City
mother dairy,17.33613,78.61432,bus,LB Nagar
mudfort,17.45694,78.4949,bus,Secunderabad
muudu gudulu,17.47154,78.53917,bus,Secunderabad
mythrinagar bus stop,17.49511,78.34568,bus,Miyapur
nagarjuna circle bus stop,17.42729,78.44503,bus,Ameerpet
nagole to bandlaguda,17.37651,78.55891,bus,LB Nagar
nagole to kothapet,17.37625,78.55744,bus,LB Nagar
nagole x road,17.37549,78.55791,bus,LB Nagar
nagole x road,17.37749,78.55772,bus,LB Nagar
nalgonda x roads,17.37536,78.49857,bus,Old City
nampally,17.39546,78.47059,bus,Banjara Hills
nanalnagar,17.39594,78.42702,bus,Banjara Hills
nanalnagar,17.39628,78.42713,bus,Banjara Hills
nandi nagar bus stand,17.42008,78.43084,bus,Banjara Hills
narayanaguda bus stop,17.40043,78.48947,bus,Banjara Hills
narayanamma college,17.40992,78.39857,bus,Jubilee Hills
narayanamma college,17.4099,78.39827,bus,Jubilee Hills
ncc,17.40603,78.517,bus,Secunderabad
neredmet old ps,17.47389,78.53863,bus,Secunderabad
ngo's bus stop,17.32478,78.56645,bus,LB Nagar
nims,17.42313,78.45466,bus,Banjara Hills
nirmal nagar,17.49038,78.53778,bus,Secunderabad
nizam college,17.39765,78.47536,bus,Banjara Hills
nizampet x road bus stop,17.49858,78.39092,bus,Kukatpally
nmdc,17.39897,78.44953,bus,Banjara Hills
nmdc,17.39876,78.44943,bus,Banjara Hills
ntr nagar bus stop,17.35488,78.54589,bus,LB Nagar
ntr stadium bus stop,17.41084,78.48493,bus,Secunderabad
old dairy farm,17.42382,78.52747,bus,Secunderabad
osm1,17.46527,78.47277,bus,Begumpet
osm10,17.41271,78.47121,bus,Banjara Hills
osm11,17.45845,78.36736,bus,Kondapur
osm12,17.33074,78.60769,bus,LB Nagar
osm13,17.33314,78.61149,bus,LB Nagar
osm14,17.33627,78.57874,bus,LB Nagar
osm15,17.44107,78.49245,bus,Secunderabad
osm16,17.43176,78.4475,bus,Ameerpet
osm17,17.37438,78.56063,bus,LB Nagar
osm18,17.33994,78.50286,bus,Old City
osm19,17.26188,78.38796,bus,Old City
osm2,17.46419,78.36678,bus,Kondapur
osm20,17.40633,78.49815,bus,Secunderabad
osm21,17.41124,78.48297,bus,Begumpet
osm22,17.41076,78.47643,bus,Banjara Hills
osm23,17.2973,78.41861,bus,Old City
osm24,17.48205,78.53727,bus,Secunderabad
osm25,17.48226,78.53724,bus,Secunderabad
osm26,17.32198,78.40172,bus,Old City
osm27,17.4306,78.42096,bus,Jubilee Hills
osm28,17.42623,78.41537,bus,Jubilee Hills
osm29,17.42793,78.34131,bus,Financial District
osm3,17.45772,78.37162,bus,Kondapur
osm30,17.49577,78.3949,bus,Kukatpally
osm31,17.44034,78.44264,bus,Ameerpet
osm32,17.44308,78.44046,bus,Ameerpet
osm33,17.49289,78.40232,bus,Kukatpally
osm34,17.39439,78.43454,bus,Banjara Hills
osm35,17.50303,78.50848,bus,Secunderabad
osm36,17.48316,78.49962,bus,Secunderabad
osm37,17.4365,78.44404,bus,Ameerpet
osm38,17.28278,78.41162,bus,Old City
osm39,17.49488,78.40025,bus,Kukatpally
osm4,17.44289,78.50392,bus,Secunderabad
osm40,17.40829,78.47313,bus,Banjara Hills
osm41,17.4101,78.47602,bus,Banjara Hills
osm42,17.43119,78.48813,bus,Secunderabad
osm43,17.37354,78.47594,bus,Old City
osm44,17.42159,78.48459,bus,Secunderabad
osm45,17.37141,78.47809,bus,Old City
osm46,17.37195,78.48016,bus,Old City
osm47,17.43391,78.4558,bus,Ameerpet
osm48,17.40599,78.48965,bus,Secunderabad
osm49,17.40145,78.48887,bus,Banjara Hills
osm5,17.43662,78.51958,bus,Secunderabad
osm50,17.39959,78.48648,bus,Banjara Hills
osm51,17.4059,78.48961,bus,Secunderabad
osm52,17.39884,78.49403,bus,Secunderabad
osm53,17.35533,78.47029,bus,Old City
osm54,17.379,78.48517,bus,Old City
osm55,17.42018,78.51673,bus,Secunderabad
osm56,17.41974,78.51736,bus,Secunderabad
osm57,17.41766,78.51931,bus,Secunderabad
osm58,17.41774,78.51942,bus,Secunderabad
osm59,17.40646,78.37623,bus,Jubilee Hills
osm6,17.42584,78.43593,bus,Ameerpet
osm60,17.37446,78.4754,bus,Old City
osm61,17.25372,78.67819,bus,LB Nagar
osm62,17.25526,78.6766,bus,LB Nagar
osm63,17.30904,78.682,bus,LB Nagar
osm64,17.43183,78.4069,bus,Jubilee Hills
osm65,17.43154,78.40713,bus,Jubilee Hills
osm66,17.43512,78.51421,bus,Secunderabad
osm67,17.44229,78.45843,bus,Begumpet
osm68,17.44399,78.46127,bus,Begumpet
osm69,17.44436,78.46104,bus,Begumpet
osm7,17.37004,78.51399,bus,Old City
osm70,17.4341,78.52088,bus,Secunderabad
osm71,17.42783,78.52929,bus,Secunderabad
osm72,17.4996,78.53736,bus,Secunderabad
osm8,17.40034,78.46985,bus,Banjara Hills
osm9,17.40887,78.47229,bus,Banjara Hills
panama,17.33844,78.56871,bus,LB Nagar
panama,17.33789,78.5694,bus,LB Nagar
panjagutta,17.42693,78.45271,bus,Ameerpet
paradise,17.44146,78.48779,bus,Secunderabad
paradise,17.44308,78.48626,bus,Secunderabad
paradise,17.44056,78.48819,bus,Secunderabad
paradise,17.44513,78.48716,bus,Secunderabad
paradise bus stop,17.44273,78.48743,bus,Secunderabad
patancheru bus station,17.52874,78.26414,bus,Miyapur
patny bus stop,17.44302,78.49456,bus,Secunderabad
pension office,17.40773,78.45098,bus,Banjara Hills
pothayapally,17.56735,78.53941,bus,Secunderabad
prakash nagar,17.44431,78.47228,bus,Begumpet
prakash nagar,17.44404,78.47139,bus,Begumpet
public gardens,17.39681,78.47086,bus,Banjara Hills
public library,17.37386,78.47798,bus,Old City
radhika,17.47713,78.5633,bus,Uppal
rajendranagar bus depot,17.33493,78.40963,bus,Old City
rajiv gandhi nagar,17.44133,78.36274,bus,Gachibowli
"rajiv nagar, sai baba temple bus stop",17.4895,78.50461,bus,Secunderabad
ramantapur studio bustop,17.39651,78.52934,bus,Uppal
ramnagar cross roads bus stop,17.41075,78.50759,bus,Secunderabad
ramnagar gundu bus stop,17.40773,78.51208,bus,Secunderabad
ranigunj,17.43035,78.488,bus,Secunderabad
ranigunj,17.4295,78.48816,bus,Secunderabad
rasoolpura,17.44361,78.47487,bus,Begumpet
rbi,17.40583,78.46742,bus,Banjara Hills
rethibowli,17.39604,78.43075,bus,Banjara Hills
rethibowli,17.3957,78.43084,bus,Banjara Hills
roda mistry college,17.4281,78.37535,bus,HITEC City
roda mistry college,17.42799,78.37512,bus,HITEC City
rtc colony,17.32833,78.59959,bus,LB Nagar
s.r.nagar bus stop,17.43743,78.44345,bus,Ameerpet
safil guda,17.46231,78.53261,bus,Secunderabad
safilguda bus stop,17.46089,78.53541,bus,Secunderabad
"sai baba temple, gudimalkapur",17.38659,78.43988,bus,Banjara Hills
saidabad bus stop,17.36036,78.50457,bus,Old City
salarjung colony,17.39693,78.42233,bus,Banjara Hills
salarjung colony,17.39669,78.42211,bus,Banjara Hills
sanath nagar bus depot,17.45498,78.44787,bus,Ameerpet
santoshnagar,17.34666,78.50819,bus,Old City
sarojini devi eye hospital,17.39787,78.44342,bus,Banjara Hills
sarojini devi eye hospital,17.39879,78.44484,bus,Banjara Hills
sarojini devi eye hospital,17.39822,78.44377,bus,Banjara Hills
secretriat bus stop,17.40835,78.47209,bus,Banjara Hills
secunderabad,17.43454,78.5014,bus,Secunderabad
secunderabad,17.43595,78.50005,bus,Secunderabad
secunderabad,17.47624,78.51042,bus,Secunderabad
shaikpet dargah,17.4132,78.39458,bus,Jubilee Hills
shaikpet dargah,17.4129,78.3951,bus,Jubilee Hills
shamshabad bus stop,17.26255,78.38768,bus,Old City
sheikpet nala,17.40626,78.4031,bus,Jubilee Hills
sheikpet nala,17.40625,78.40357,bus,Jubilee Hills
shobana bus stand,17.46363,78.45259,bus,Ameerpet
shoppers stop,17.44513,78.46553,bus,Begumpet
shoppers stop,17.44483,78.46561,bus,Begumpet
sikh village,17.4566,78.49009,bus,Secunderabad
sri nagar colony bus stop,17.43018,78.44244,bus,Ameerpet
subash nagar bus stop,17.48521,78.50275,bus,Secunderabad
substation,17.45532,78.52989,bus,Secunderabad
suchitra bus stop,17.49953,78.47656,bus,Kukatpally
super bazaar,17.37243,78.50921,bus,Old City
syndicate bank bus stop,17.39737,78.51203,bus,Secunderabad
syndicate bank bus stop,17.39839,78.51238,bus,Secunderabad
t.s.r.t.c district bus,17.34485,78.55364,bus,LB Nagar
taranagar,17.48963,78.31934,bus,Miyapur
taranagar,17.48953,78.31931,bus,Miyapur
tarbund,17.45644,78.4839,bus,Secunderabad
tarbund,17.45632,78.4841,bus,Secunderabad
tarnaka bus stop,17.4262,78.53139,bus,Uppal
teachers colony,17.48141,78.50232,bus,Secunderabad
telecom nagar,17.4351,78.36807,bus,HITEC City
telecom nagar,17.43515,78.3675,bus,HITEC City
telephone bhavan,17.40724,78.46634,bus,Banjara Hills
temple bus stop,17.49997,78.29871,bus,Miyapur
tolichowki,17.39864,78.41685,bus,Jubilee Hills
tolichowki,17.39894,78.41542,bus,Jubilee Hills
tukaram gate,17.44107,78.52221,bus,Secunderabad
tv9 bus stop,17.42698,78.43969,bus,Ameerpet
uppal,17.40165,78.56881,bus,Uppal
uppal,17.40174,78.56873,bus,Uppal
uppal 'x' road,17.4017,78.56019,bus,Uppal
uppal 'x' road bus stop,17.40162,78.55968,bus,Uppal
uppal 'x' roads,17.40076,78.56045,bus,Uppal
uppal circle,17.40135,78.5597,bus,Uppal
uppal to secundrabad bustop,17.40202,78.55973,bus,Uppal
uttam nagar,17.45983,78.53158,bus,Secunderabad
v it park,17.4343,78.38434,bus,HITEC City
v it park,17.43405,78.3841,bus,HITEC City
vanasthalipuram,17.33679,78.57414,bus,LB Nagar
vanasthalipuram,17.33659,78.57361,bus,LB Nagar
vinayak nagar,17.46927,78.53912,bus,Secunderabad
virat nagar and new maruthi nagar bus stop,17.33855,78.52171,bus,LB Nagar
vlcc bus stop,17.41414,78.42374,bus,Jubilee Hills
vnrvjiet student bus-stop,17.53985,78.38621,bus,Miyapur
vst bus stop,17.40483,78.50225,bus,Secunderabad
warangal,17.40251,78.55947,bus,Uppal
water tank,17.41901,78.4479,bus,Banjara Hills
wellington road,17.46883,78.50829,bus,Secunderabad
wholesale market,17.46933,78.49486,bus,Secunderabad
yadhagiripalli x road,17.53803,78.63093,bus,Uppal
yapral,17.50204,78.53941,bus,Secunderabad
ymca bus stop,17.39591,78.49097,bus,Old City
yousufguda basti,17.43651,78.43392,bus,Ameerpet
yousufguda basti stop,17.43674,78.4322,bus,Ameerpet
yousufguda checkpost,17.43655,78.4282,bus,Ameerpet
yousufguda checkpost,17.43656,78.42796,bus,Ameerpet
a g colony x road,17.44416,78.433,bus,Ameerpet
abdullapur met,17.31004,78.68643,bus,LB Nagar
abdullapur met,17.30983,78.68647,bus,LB Nagar
ac guards  pushpak,17.40289,78.45957,bus,Banjara Hills
afzalgunj police station,17.37214,78.47545,bus,Old City
afzalgunj police station,17.3726,78.47574,bus,Old City
agapally,17.135,78.67171,bus,LB Nagar
allwyn colony,17.50046,78.41603,bus,Kukatpally
allwyn colony,17.50033,78.41603,bus,Kukatpally
ambedkar nagar,17.50744,78.58285,bus,Uppal
ambedkar open university,17.43424,78.39649,bus,Jubilee Hills
anantharam,17.50093,78.8472,bus,Uppal
andhole misamma temple,17.2822,78.78281,bus,LB Nagar
andhole misamma temple,17.28212,78.78253,bus,LB Nagar
asl,17.33359,78.49261,bus,Old City
asl,17.33397,78.49267,bus,Old City
bachupally x road,17.54074,78.36337,bus,Miyapur
badangpet roman enclave,17.30243,78.52568,bus,LB Nagar
bala nagar,17.46737,78.44464,bus,Ameerpet
bala nagar,17.46767,78.44478,bus,Ameerpet
balagram,17.02481,78.67691,bus,LB Nagar
balapur bjp quarters,17.32599,78.51905,bus,LB Nagar
balapur village,17.30978,78.49942,bus,Old City
barkathpura depot,17.39299,78.50124,bus,Old City
batasingaram,17.30533,78.72955,bus,LB Nagar
batasingaram,17.30544,78.72877,bus,LB Nagar
begum bazar,17.37124,78.46865,bus,Old City
begum bazar,17.37158,78.46862,bus,Old City
begumpet public school,17.44262,78.45906,bus,Begumpet
bhanur x road,17.45316,78.14476,bus,Financial District
bhanur x road,17.45322,78.14479,bus,Financial District
bharat nagar,17.53453,78.5382,bus,Secunderabad
bhavani nagar,17.48111,78.56392,bus,Uppal
bhavani nagar,17.48114,78.56403,bus,Uppal
bheem nagar,17.3697,78.45061,bus,Old City
bheem nagar,17.36997,78.45086,bus,Old City
bhel,17.51933,78.2908,bus,Miyapur
bhulkapur,17.44486,78.15883,bus,Financial District
bhulkapur,17.44486,78.15894,bus,Financial District
bhuvangiri,17.51598,78.88691,bus,Uppal
bibi nagar,17.47634,78.79721,bus,Uppal
bolaram railway station,17.53329,78.51485,bus,Secunderabad
bollaram,17.55693,78.34867,bus,Miyapur
bollaram x road,17.53427,78.35759,bus,Miyapur
bowenpally x road,17.46409,78.47295,bus,Begumpet
bowrampet x road,17.56239,78.41308,bus,Kukatpally
cargil nagar,17.36912,78.44479,bus,Old City
cargil nagar,17.36947,78.44523,bus,Old City
cbit,17.39361,78.32018,bus,Financial District
cbit,17.39364,78.32028,bus,Financial District
cbs,17.37834,78.4814,bus,Old City
chandranayak thanda,17.4562,78.38391,bus,Madhapur
chandrayanagutta,17.32783,78.48013,bus,Old City
chandrayangutta x road,17.32721,78.47505,bus,Old City
cherlapally,17.46329,78.61154,bus,Uppal
cherlapally phase1,17.45987,78.58506,bus,Uppal
chintapatla,17.00934,78.68671,bus,LB Nagar
chirec school,17.462,78.35085,bus,Kondapur
chouderpally x roads,17.07226,78.6648,bus,LB Nagar
choutuppal,17.25467,78.89449,bus,LB Nagar
choutuppal,17.25451,78.89479,bus,LB Nagar
chown mahal palace,17.36022,78.47144,bus,Old City
church,17.49893,78.30828,bus,Miyapur
cmc gachibowli,17.44892,78.35391,bus,Gachibowli
cnt depot,17.44665,78.49774,bus,Secunderabad
cocacola,17.52189,78.35654,bus,Miyapur
dandumailaram,17.2316,78.76097,bus,LB Nagar
dharmojiguda,17.25814,78.86237,bus,LB Nagar
dharmojiguda,17.25793,78.86209,bus,LB Nagar
diamondpoint,17.46198,78.4912,bus,Secunderabad
donthanpally,17.41865,78.22425,bus,Financial District
dr mcr hrd,17.4427,78.40785,bus,Madhapur
ecil,17.47379,78.57091,bus,Uppal
ecil x road,17.47378,78.5709,bus,Uppal
ecil x road lcd,17.47238,78.57002,bus,Uppal
erragadda,17.4545,78.43444,bus,Ameerpet
gachibowli pushpak,17.43803,78.36428,bus,HITEC City
gachibowli stadium,17.45145,78.34468,bus,Gachibowli
gandipet x road,17.38544,78.33076,bus,Financial District
gandipet x road,17.38534,78.33097,bus,Financial District
ganesh chowk,17.31349,78.49841,bus,Old City
gitam university,17.56147,78.16472,bus,Miyapur
golnaka,17.39051,78.50734,bus,Old City
gopi hotel,17.36918,78.45413,bus,Old City
gopi hotel,17.36942,78.45389,bus,Old City
gpra quarters,17.4382,78.35811,bus,Gachibowli
gr reddy nagar,17.49217,78.57507,bus,Uppal
gr reddy nagar,17.4921,78.5752,bus,Uppal
green lands,17.43451,78.45558,bus,Ameerpet
gudimalakapur,17.38647,78.43984,bus,Banjara Hills
guduru,17.48931,78.82799,bus,Uppal
gungal,17.10451,78.66757,bus,LB Nagar
gurunanak,17.16276,78.66056,bus,LB Nagar
hasmath pet,17.47569,78.48498,bus,Secunderabad
hayat nagar 1,17.32665,78.59266,bus,LB Nagar
hsbc,17.45818,78.36916,bus,Kondapur
ibrahim bagh,17.3767,78.38158,bus,Jubilee Hills
ibrahim bagh,17.37684,78.38159,bus,Jubilee Hills
ibrahimpatnam depot a,17.18657,78.64916,bus,LB Nagar
ibs,17.41864,78.21875,bus,Financial District
ibs,17.41869,78.21883,bus,Financial District
imam guda,17.19306,78.4752,bus,Old City
inam guda,17.30649,78.70589,bus,LB Nagar
inam guda,17.30624,78.70547,bus,LB Nagar
indira nagar,17.54316,78.372,bus,Miyapur
infosys sez pocharam,17.44645,78.63561,bus,Uppal
infotech,17.42044,78.33688,bus,Financial District
jai jawan colony,17.49055,78.57286,bus,Uppal
jai jawan colony,17.4905,78.57299,bus,Uppal
jalalpur,17.32855,78.79771,bus,LB Nagar
jalalpur,17.32835,78.79782,bus,LB Nagar
janawada,17.41275,78.26681,bus,Financial District
janawada x road,17.41272,78.267,bus,Financial District
jaybhushan hospital,17.39466,78.43884,bus,Banjara Hills
jbs,17.44778,78.49807,bus,Secunderabad
jeedimetla,17.52725,78.44038,bus,Kukatpally
